id,title,link,author,publication_date,source,verdict,rating,price
65,Kia EV6 GT review,https://www.autoexpress.co.uk/kia/ev6/gt,Dean Gibson,2025-06-18,Auto Express,"Enhancements to the Kia EV6 GT driving experience haven’t been entirely successful, but it still delivers an impressive combination of rapid acceleration and long-distance comfort, while the price cut could tempt some buyers away from the rival Hyundai Ioniq 5 N. In reality the two cars deliver different characters, with the Kia missing out on the most focused elements that the Hyundai delivers in favour of a grand touring feel. The Virtual Gear Shift is disappointing in its execution, while the range of drive settings seems overly complicated, but the EV6 GT still has a sporty edge that helps it stand out from the rest of the range.",4.0,39225
66,Fiat Ducato van review,https://www.autoexpress.co.uk/fiat/ducato,Sam Naylor,2025-06-18,Auto Express,"The Fiat Ducato has long been a popular choice in the large van sector, selling in big numbers across Europe in many shapes and sizes, whether it's a traditional panel van, chassis cab or even as a popular base for a campervan. The diesel models in the latest version are - as always - noisy but punchy, but the electric version is more refined while still being a rugged workhorse.",3.5,10200
67,Peugeot 2008 review,https://www.autoexpress.co.uk/peugeot/2008,"Ellis Hyde, Max Adams",2025-06-18,Auto Express,,3.5,28570
68,Mazda CX-30 Homura long-term test: a car that literally shines in the summer sun,https://www.autoexpress.co.uk/mazda/cx-30/365608/mazda-cx-30-homura-long-term-test-our-small-suv-offers-genuine-driver-enjoyment,Paul Adam,2025-06-19,Auto Express,"One of the best compliments you can pay a family car is to recognise just how effortless it is to own and drive, and the Mazda CX-30 delivers on this emphatically. Mediocre urban fuel economy aside, it really is hitting the spot as a talented compact SUV.",4.0,3250
69,"Used Toyota Celica (Mk7, 1999-2006) buyer’s guide: a great modern classic",https://www.autoexpress.co.uk/toyota/367125/used-toyota-celica-mk7-1999-2006-buyers-guide-great-modern-classic,Richard Dredge,2025-06-19,Auto Express,"Next year will mark two decades since Toyota built its last Celica, and in that time the world has generally moved on from coupés such as these. But if you fancy harking back to the early noughties, the Celica makes a great modern classic buy, because these are cars that are eminently practical as two-seaters, or as a family runabout if you have small kids. Although these days most of the Celica’s contemporaries are extremely rare, the Toyota’s durability means there are more to choose from. And while prices aren’t high, they’re not as low as you might expect, which shows just how highly regarded the Celica is.",,12600
70,New Ford Ranger PHEV 2025 review: plug-in pick-up sets the standard,https://www.autoexpress.co.uk/ford/ranger/367128/new-ford-ranger-phev-2025-review-plug-pick-sets-standard,Dean Gibson,2025-06-19,Auto Express,"The Ford Ranger PHEV manages to deliver lower emissions that will benefit business users while still offering all of the cargo carrying and towing capability that the standard diesel model can offer. For that reason alone the PHEV will be a top choice with buyers, while the Stormtrak trim has some added visual appeal that will draw more customers in.",4.0,10200
482,Bluetti Charger 1 review,https://www.autoexpress.co.uk/product-reviews/365557/bluetti-charger-1-review,,2025-01-10,Auto Express,,3.5,37230
483,Laser Liquid Transfer Pump review,https://www.autoexpress.co.uk/product-reviews/365556/laser-liquid-transfer-pump-review,,2025-01-10,Auto Express,,4.5,28065
71,New Volvo EM90 2025 review: the ultimate SUV killer,https://www.autoexpress.co.uk/volvo/em90,,2025-06-20,Auto Express,"The Volvo EM90 is like none that has come before – and yet somehow remains very characteristic of the brand. There are few modern cars as homely as the EM90, and none will deliver you to your destination in such a relaxed manner. For those who covet space, prestige and ultimate comfort, the EM90 proves an SUV doesn’t have to be the default choice. It’s just a shame that, for now, this most compelling of models is unlikely to exude its calmness on European roads.",4.0,15600
72,Volkswagen Polo review,https://www.autoexpress.co.uk/volkswagen/polo,"Shane Wilkinson, Max Adams",2025-06-20,Auto Express,"Building on its strong heritage, the sixth-generation Volkswagen Polo has followed a more premium path, evolving into a miniature Golf and setting a high standard in the supermini segment for quality and refinement.",4.0,21250
73,Vauxhall Grandland Electric vs Renault Scenic E-Tech: a family SUV feud,https://www.autoexpress.co.uk/car-group-tests/367144/vauxhall-grandland-electric-vs-renault-scenic-e-tech-family-suv-feud,Alex Ingram,2025-06-21,Auto Express,"Another talented challenger has been pitched against the Scenic, and once again the Renault has managed to push it aside. When it comes to one of the biggest barriers to converting petrol buyers to EVs – range – the Scenic is one of the best in the business.",,10200
74,"Used Audi e-tron GT (Mk1, 2021-date) buyer’s guide: a comfortable Porsche Taycan rival",https://www.autoexpress.co.uk/audi/e-tron-gt/367139/used-audi-e-tron-gt-mk1-2021-date-buyers-guide-comfortable-porsche-taycan,Richard Dredge,2025-06-22,Auto Express,"The Audi e-tron GT is hugely capable and desirable, but oversupply of used electric cars means these shapely Audis are very temptingly priced. The problem for dealers, though, is that the second-hand market is awash with Porsche Taycans, and these start at around £35,000. However, although the Taycan is incredibly impressive, the e-tron GT is more comfortable and has superior in-car tech, while it’s no slower than the Porsche. The e-tron GT’s range is disappointing for such a costly flagship product, but if this doesn’t matter all that much to you, then we’d say the Audi is something of an EV bargain as a used buy.",,37990
75,Best car mats on sale 2025,https://www.autoexpress.co.uk/product-group-tests/89218/best-car-mats-sale,,2025-06-23,Auto Express,"If you want a high-quality, no-nonsense set of car mats, then the Simply Brands Excalibur ones are hard to beat – they feel well made and are heavy, which means they stay in place.",,10200
76,McLaren Artura review,https://www.autoexpress.co.uk/mclaren/artura,Dean Gibson,2025-06-24,Auto Express,,4.5,10200
77,Used Abarth 500 (2009-2024) buyer’s guide: fast and fun if you can find the right one,https://www.autoexpress.co.uk/abarth/595/367158/used-abarth-500-2009-2024-buyers-guide-fast-and-fun-if-you-can-find-right-one,Richard Dredge,2025-06-24,Auto Express,"There’s nothing quite like an Abarth 500, in that this is a car with character that’s fun to drive, raucous and fast. But compared with most of its rivals, it’s cramped, and thanks to its unyielding suspension it’s also uncomfortable. Depending on which exhaust system is fitted, it can also be extremely noisy. The Abarth 500 is definitely a car for enthusiasts who are willing to accept compromise, plus it looks brilliant and is sure to be a classic in years to come. The key is to buy an example that’s been cherished and specified when new with some choice options. Do this and you’ll have a keeper that, as long as it’s reliable, will have you grinning like the Cheshire Cat.",,15600
78,Peugeot 208 review,https://www.autoexpress.co.uk/peugeot/208,"Shane Wilkinson, Max Adams",2025-06-24,Auto Express,"Small cars like the Peugeot 208 are synonymous with the brand and the French nation. The latest version sports sharp looks inside and out, carved out from the similarly sporty appearances of other contemporary Peugeots. This helps the 208 stand out in the crowded supermini market. It also rides well, so there is some substance to go with that style.",4.0,20025
79,Kia EV3 review,https://www.autoexpress.co.uk/kia/ev3,Alex Ingram,2025-06-25,Auto Express,"Kia’s purpose-built electric cars are named in multiples of threes, but it doesn’t mean that the Kia EV3 is one-third the car of the flagship Kia EV9.",4.5,32995
80,Kia Niro review,https://www.autoexpress.co.uk/kia/niro,Ellis Hyde,2025-06-25,Auto Express,,4.0,30085
81,Volkswagen T-Cross review,https://www.autoexpress.co.uk/volkswagen/t-cross,"Shane Wilkinson, Ellis Hyde",2025-06-25,Auto Express,"The Volkswagen T-Cross has all the fundamentals to provide stiff competition in the compact SUV segment. Among its many attributes are a practical cabin with a sliding rear bench seat, and a strong engine line-up, which provides enough performance and decent fuel-efficiency. However, it’s not quite capable of toppling the best in the class.",3.5,25205
82,BMW 530e Touring long-term test: punchy estate meets the muscular M5,https://www.autoexpress.co.uk/bmw/5-series/365951/bmw-530e-touring-long-term-test-german-estate-proves-theres-life-phevs-yet,"Alastair Crooks, Richard Ingram",2025-06-26,Auto Express,"While it might sound like damning it with faint praise, I’m perfectly content with our 530e. An opportunity to compare it with the latest BMW M5 Touring showed how intoxicating a 700bhp all-wheel-drive estate car can be, and how lucky anyone would be to run one. Yet at the end of the day, I was happy to be hopping back into our fabulous 5.",4.5,8428
83,BMW iX1 review,https://www.autoexpress.co.uk/bmw/ix1,"Alex Ingram, Ellis Hyde",2025-06-26,Auto Express,,4.0,43295
84,Best online airport parking sites 2025,https://www.autoexpress.co.uk/product-group-tests/367186/best-online-airport-parking-sites-2025,,2025-06-26,Auto Express,"If cost is the most important factor, then the appeal of Just Park is that you can see photos  and read others’ reviews, all the while saving a lot of money by using private parking. YourParkingSpace is almost as good, but not as clear or intuitive to use. It’s still worth a look before making a booking. If you’d rather use an approved airport parking provider, CompareTheAirportParking had the best deals.",,10200
85,Audi Q5 review,https://www.autoexpress.co.uk/audi/q5,Ellis Hyde,2025-06-26,Auto Express,"If you’re after a comfortable, refined, spacious, tech-filled and sophisticated-looking premium mid-size SUV, then the latest Audi Q5 delivers on all those fronts. This is a soothing car to drive, and ideal for long motorway journeys, although its hybrid technology also makes it surprisingly well suited to traversing town centres. But while the interior looks fantastic, the quality could be better in places, and key rivals are more practical.",4.0,50580
